Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,TKN,F_TKN,TON,F_TON,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,SiO4F,F_SiO4F,TSS,F_TSS,SALT_N,F_SALT_N,TURB_N,F_TURB_N,Color,F_Color,WTEM_N,F_WTEM_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI,IRR0_N,F_IRR0_N,IRR1_N,F_IRR1_N,Kd_N,F_Kd_N
gtmpcnut,01/22/2012 08:30,2,1,,0.012,0,0.071,0,0.017,0,0.0012,0,0.0049,0,0.0061,0,0.023,0,0.716,0,,<-1>,0.693,0,7.8,0,9.1,0,2.5,0,3.67,0,49.7,0,24.0,0,7.3,0,35.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/22/2012 11:00,2,1,,0.017,0,0.061,0,0.0134,<-4> [SBL],0.0012,<-4> [SBL],,<-4> [SCB],0.0051,0,,<-4> [SCB],0.608,0,,<-1>,,<-4> [SCB],3.6,0,5.4,0,3.3,0,3.28,0,79.7,0,27.0,0,7.7,0,28.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/22/2012 13:30,2,1,,0.023,0,0.074,0,0.016,0,0.0012,<-4> [SBL],,<-4> [SCB],0.0059,0,0.022,0,0.668,0,,<-1>,0.646,0,4.0,0,6.0,0,3.5,0,3.12,0,62.7,0,25.0,0,8.9,0,31.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/22/2012 16:00,2,1,,0.024,0,0.069,0,0.033,0,0.0012,0,0.0074,0,0.0086,0,0.042,0,0.702,0,,<-1>,0.660,0,6.2,0,8.6,0,4.4,0,3.18,0,64.3,0,26.0,0,8.5,0,32.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/22/2012 18:30,2,1,,0.025,0,0.085,0,0.020,0,0.0014,0,0.0063,0,0.0077,0,0.028,0,0.762,0,,<-1>,0.734,0,14.5,0,17.5,0,5.6,0,3.24,0,44.3,0,23.0,0,7.7,0,37.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/22/2012 21:00,2,1,,0.027,0,0.068,0,0.017,0,0.0012,0,0.0053,0,0.0065,0,0.024,0,0.710,0,,<-1>,0.687,0,6.5,0,9.3,0,5.1,0,3.27,0,55.7,0,24.0,0,7.3,0,32.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/22/2012 23:30,2,1,,0.022,0,0.064,0,0.035,0,0.0012,<-4> [SBL],,<-4> [SCB],0.0059,0,0.041,0,0.644,0,,<-1>,0.604,0,4.5,0,6.0,0,2.8,0,2.91,0,39.0,0,27.0,0,7.6,0,26.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/23/2012 02:00,2,1,,0.024,0,0.064,0,0.019,0,0.0012,<-4> [SBL],,<-4> [SCB],0.0057,0,0.025,0,0.710,0,,<-1>,0.685,0,10.0,0,12.6,0,4.7,0,3.38,0,41.3,0,25.0,0,6.6,0,30.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/23/2012 04:30,2,1,,0.025,0,0.081,0,0.030,0,0.0012,<-4> [SBL],,<-4> [SCB],0.0061,0,0.036,0,0.867,0,,<-1>,0.831,0,20.6,0,24.2,0,7.0,0,3.39,0,42.3,0,26.0,0,7.1,0,31.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,01/23/2012 07:00,2,1,,0.032,0,0.077,0,0.036,0,0.0012,<-4> [SBL],,<-4> [SCB],0.0090,0,0.045,0,0.720,0,,<-1>,0.675,0,8.7,0,10.7,0,3.7,0,3.95,0,34.7,0,21.0,0,5.5,0,40.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,01/23/2012 09:00,1,1,,0.006,0,0.040,0,0.030,0,0.0016,0,0.0075,0,0.0091,0,0.039,0,0.656,0,,<-1>,0.617,0,4.7,0,5.5,0,1.6,0,0.44,0,38.8,0,32.4,0,6.6,0,7.9,0,16.4,0,7.2,0,,<-2> [GDM],2.1,0,210.2,0,35.76,0,1.771,0
gtmpinut,01/23/2012 09:01,1,2,,0.006,0,0.034,0,0.034,0,0.0014,0,0.005,0,0.0064,0,0.040,0,0.644,0,,<-1>,0.604,0,5.1,0,6.0,0,1.6,0,0.52,0,39.6,0,32.4,0,5.7,0,6.8,0,16.4,0,7.2,0,,<-2> [GDM],2.1,0,210.2,0,35.76,0,1.771,0
gtmpcnut,01/23/2012 09:30,2,1,,0.023,0,0.062,0,0.036,0,0.0012,<-4> [SBL],,<-4> [SCB],0.0079,0,0.044,0,0.668,0,,<-1>,0.624,0,5.1,0,6.9,0,3.2,0,2.68,0,48.3,0,25.0,0,9.6,0,28.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmssnut,01/23/2012 10:47,1,1,,0.005,0,0.025,0,0.025,0,0.0017,0,0.0097,0,0.0114,0,0.036,0,0.512,0,,<-1>,0.476,0,2.7,0,3.1,0,0.8,0,0.78,0,32.8,0,33.6,0,7.0,0,2.1,0,18.1,0,7.0,0,,<-2> [GDM],2.2,0,1209,0,620.4,0,0.667,0
gtmssnut,01/23/2012 10:48,1,2,,0.005,0,0.028,0,0.017,0,0.0016,0,0.0105,0,0.0121,0,0.029,0,0.495,0,,<-1>,0.466,0,2.4,0,2.8,0,0.8,0,0.97,0,39.8,0,33.6,0,5.1,0,2.3,0,18.1,0,7.0,0,,<-2> [GDM],2.2,0,1209,0,620.4,0,0.667,0
gtmfmnut,01/23/2012 12:33,1,1,,0.011,0,0.069,<1> [SRD],0.023,0,0.0019,0,0.0094,0,0.0113,0,0.034,0,0.515,0,,<-1>,0.481,0,2.9,0,3.2,0,0.6,0,1.04,0,57.6,0,33.4,0,8.0,0,3.8,0,17.6,0,7.2,0,,<-2> [GDM],1.8,0,814.3,0,267.6,0,1.113,0
gtmfmnut,01/23/2012 12:34,1,2,,0.011,0,0.036,<1> [SRD],0.028,0,0.0020,0,0.0097,0,0.0117,0,0.040,0,0.507,0,,<-1>,0.467,0,2.7,0,3.4,0,1.3,0,0.91,0,48.2,0,33.4,0,6.8,0,8.5,0,17.6,0,7.2,0,,<-2> [GDM],1.8,0,814.3,0,267.6,0,1.113,0
gtmpcnut,01/23/2012 14:58,1,1,,0.025,0,0.045,0,0.029,0,0.0012,<-4> [SBL],,<-4> [SCB],0.0089,0,0.038,0,0.734,0,,<-1>,0.696,0,7.8,0,9.5,0,3.1,0,2.59,0,46.4,0,23.3,0,8.1,0,30.2,0,18.8,0,7.3,0,,<-2> [GDM],0.8,0,917.5,0,46.54,0,2.981,0
gtmpcnut,01/23/2012 14:59,1,2,,0.023,0,0.061,0,0.039,0,0.0012,<-4> [SBL],,<-4> [SCB],0.0086,0,0.048,0,0.699,0,,<-1>,0.651,0,8.0,0,9.5,0,2.7,0,3.08,0,47.2,0,23.3,0,8.9,0,28.2,0,18.8,0,7.3,0,,<-2> [GDM],0.8,0,917.5,0,46.54,0,2.981,0
gtmpcnut,02/19/2012 08:30,2,1,,0.014,0,0.029,0,0.032,0,0.0018,0,0.0022,0,0.0040,0,0.036,0,0.249,0,,<-1>,0.213,0,3.1,0,4.6,0,2.7,0,2.17,0,62.0,0,33.0,0,10.0,0,15.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/19/2012 11:00,2,1,,0.017,0,0.036,0,0.040,0,0.0022,0,0.0041,0,0.0063,0,0.046,0,0.351,0,,<-1>,0.304,0,6.5,0,8.2,0,3.2,0,3.22,0,54.3,0,29.0,0,10.0,0,25.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/19/2012 13:30,2,1,,0.026,0,0.046,0,0.034,0,0.0025,0,0.0088,0,0.0113,0,0.045,0,0.370,0,,<-1>,0.325,0,7.8,0,10.0,0,4.1,0,3.97,0,53.3,0,24.0,0,10.7,0,33.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/19/2012 16:00,2,1,,0.028,0,0.092,0,0.047,0,0.0029,0,0.0114,0,0.0143,0,0.061,0,0.413,0,,<-1>,0.352,0,6.2,0,8.7,0,4.5,0,3.84,0,45.3,0,21.0,0,13.0,0,34.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/19/2012 18:30,2,1,,0.020,0,0.063,0,0.040,0,0.0026,0,0.0077,0,0.0103,0,0.050,0,0.408,0,,<-1>,0.357,0,6.2,0,9.5,0,5.8,0,3.11,0,69.0,0,26.0,0,14.8,0,31.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/19/2012 21:00,2,1,,0.018,0,0.041,0,0.034,0,0.0024,0,0.0042,0,0.0066,0,0.041,0,0.418,0,,<-1>,0.377,0,5.1,0,7.0,0,3.4,0,2.84,0,49.7,0,29.0,0,9.1,0,28.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/19/2012 23:30,2,1,,0.020,0,0.041,0,0.044,0,0.0024,0,0.0052,0,0.0076,0,0.052,0,0.409,0,,<-1>,0.358,0,6.0,0,7.9,0,3.4,0,2.86,0,54.3,0,27.0,0,8.6,0,26.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/20/2012 02:00,2,1,,0.024,0,0.039,0,0.056,0,0.0026,0,0.0071,0,0.0097,0,0.066,0,0.440,0,,<-1>,0.375,0,6.2,0,8.4,0,3.9,0,3.86,0,46.3,0,26.0,0,7.1,0,30.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/20/2012 04:30,2,1,,0.030,0,0.053,0,0.060,0,0.0029,0,0.0113,0,0.0142,0,0.074,0,0.465,0,,<-1>,0.390,0,5.1,0,7.4,0,4.0,0,3.92,0,31.7,0,22.0,0,8.1,0,36.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/20/2012 07:00,2,1,,0.020,0,0.054,0,0.063,0,0.0023,0,0.0052,0,0.0075,0,0.070,0,0.431,0,,<-1>,0.360,0,6.9,0,9.7,0,5.1,0,2.86,0,67.7,0,27.0,0,13.9,0,27.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,02/20/2012 09:30,2,1,,0.013,0,0.034,0,0.028,0,0.0017,0,0.0007,0,0.0024,0,0.030,0,0.274,0,,<-1>,0.243,0,5.8,0,8.0,0,4.0,0,2.49,0,68.0,0,32.0,0,11.5,0,20.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,02/20/2012 09:41,1,1,,0.004,0,0.009,0,0.015,0,0.0024,0,0.0062,0,0.0086,0,0.024,0,0.372,0,,<-1>,0.348,0,4.2,0,5.4,0,2.2,0,0.81,0,42.6,0,33.3,0,5.6,0,6.1,0,17.3,0,6.5,0,7.0,0,2.0,0,705.5,0,98.51,0,1.969,0
gtmpinut,02/20/2012 09:42,1,2,,0.003,<-4> [SBL],0.007,0,0.052,0,0.0023,0,0.0058,0,0.0081,0,0.060,0,0.557,0,,<-1>,0.497,0,3.6,0,4.2,0,1.2,0,0.97,0,34.4,0,33.3,0,4.8,0,12.9,0,17.3,0,6.5,0,7.0,0,2.0,0,705.5,0,98.51,0,1.969,0
gtmssnut,02/20/2012 11:09,1,1,,0.003,0,0.010,0,0.038,0,0.0023,0,0.0156,0,0.0179,0,0.056,0,0.377,0,,<-1>,0.321,0,2.9,0,3.9,0,1.8,0,1.13,0,47.0,0,33.2,0,7.7,0,6.3,0,16.8,0,7.0,0,7.0,0,1.8,0,540.8,0,63.4,0,2.144,0
gtmssnut,02/20/2012 11:10,1,2,,0.003,<-4> [SBL],0.011,0,0.044,0,0.0024,0,0.0143,0,0.0167,0,0.061,0,0.326,0,,<-1>,0.266,0,2.9,0,3.7,0,1.4,0,1.13,0,47.0,0,33.2,0,6.4,0,7.1,0,16.8,0,7.0,0,7.0,0,1.8,0,540.8,0,63.4,0,2.144,0
gtmfmnut,02/20/2012 12:16,1,1,,0.005,0,0.010,0,0.043,0,0.0024,0,0.006,0,0.0084,0,0.051,0,0.310,0,,<-1>,0.258,0,1.8,0,2.2,0,0.8,0,0.63,0,40.8,0,33.2,0,4.6,0,7.4,0,17.6,0,7.3,0,7.0,0,1.8,0,650.9,0,116.7,0,1.719,0
gtmfmnut,02/20/2012 12:17,1,2,,0.006,0,0.010,0,0.054,0,0.0024,0,0.0059,0,0.0083,0,0.062,0,0.330,0,,<-1>,0.268,0,1.6,0,2.1,0,1.0,0,0.97,0,25.0,0,33.2,0,4.5,0,2.9,0,17.6,0,7.3,0,7.0,0,1.8,0,650.9,0,116.7,0,1.719,0
gtmpcnut,02/20/2012 14:59,1,1,,0.023,0,0.062,0,0.052,0,0.0024,0,0.0069,0,0.0093,0,0.061,0,0.501,0,,<-1>,0.440,0,9.6,0,11.7,0,3.9,0,3.15,0,37.4,0,23.2,0,8.2,0,32.8,0,17.9,0,6.8,0,6.5,0,1.1,0,348.1,0,12.65,0,3.315,0
gtmpcnut,02/20/2012 15:00,1,2,,0.021,0,0.039,0,0.046,0,0.0025,0,0.0065,0,0.0090,0,0.055,0,0.376,0,,<-1>,0.321,0,9.4,0,11.0,0,3.2,0,3.07,0,47.0,0,23.2,0,10.7,0,28.9,0,17.9,0,6.8,0,6.5,0,1.1,0,348.1,0,12.65,0,3.315,0
gtmpcnut,03/05/2012 09:30,2,1,,0.021,0,0.052,0,0.061,0,0.0031,0,0.0075,0,0.0106,0,0.072,0,0.439,0,,<-1>,0.367,0,4.9,0,7.0,0,3.8,0,3.16,0,67.3,0,28.0,0,13.7,0,27.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/05/2012 12:00,2,1,,0.020,0,0.029,0,0.089,0,0.0032,0,0.0106,0,0.0138,0,0.103,0,0.445,0,,<-1>,0.343,0,4.2,0,6.2,0,3.6,0,3.18,0,43.7,0,27.0,0,10.1,0,34.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/05/2012 14:30,2,1,,0.032,0,0.032,0,0.081,0,0.0042,0,0.02,0,0.0242,0,0.105,0,0.468,0,,<-1>,0.363,0,2.9,0,4.7,0,3.2,0,3.30,0,44.3,0,27.0,0,8.2,0,30.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/05/2012 17:00,2,1,,0.030,0,0.053,0,0.092,0,0.0039,0,0.0267,0,0.0306,0,0.123,0,0.495,0,,<-1>,0.372,0,2.7,0,4.6,0,3.4,0,3.75,0,41.0,0,27.0,0,10.1,0,26.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/05/2012 19:30,2,1,,0.026,0,0.049,0,0.030,0,0.0023,0,0.0048,0,0.0071,0,0.037,0,0.392,0,,<-1>,0.355,0,9.4,0,12.0,0,4.9,0,3.21,0,64.3,0,25.0,0,13.9,0,27.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/05/2012 22:00,2,1,,0.018,0,0.042,0,0.033,0,0.0039,0,0.0055,0,0.0094,0,0.042,0,0.393,0,,<-1>,0.351,0,11.8,0,14.6,0,5.2,0,3.76,0,74.0,0,27.0,0,13.9,0,25.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/06/2012 00:30,2,1,,0.034,0,0.045,0,0.119,0,0.0041,0,0.0205,0,0.0246,0,0.144,0,0.422,0,,<-1>,0.278,0,5.8,0,9.2,0,6.1,0,3.64,0,71.7,0,25.0,0,14.1,0,27.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,03/06/2012 03:00,2,1,,0.038,0,0.039,0,0.132,0,0.0045,0,0.0162,0,0.0207,0,0.153,0,0.462,0,,<-1>,0.309,0,6.0,0,9.1,0,5.6,0,3.64,0,69.7,0,24.0,0,11.2,0,27.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
