Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,TKN,F_TKN,TKNF,F_TKNF,TON,F_TON,DON,F_DON,PON,F_PON,TDN,F_TDN,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ECOLI_MPN,F_ECOLI_MPN,ENTERO_MPN,F_ENTERO_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI,DOC,F_DOC
gtmpcnut,1/21/2019 9:30:00 AM,2,1, ,0.029,<1> (CHB),0.079, ,0.03, ,0.004,<1> (CHB),0.016,<1> [GQS],0.02, ,0.05,,0.66,,0.64, ,0.63, ,0.61,,0.6,,0.01,,0.65,,4.8,<1> (CHB),7,<1> (CHB),3.3,<1> (CHB),25, , ,<-2> [GDM], ,<-1>  , ,<-1>  ,11.74,,13.59,,8.23,,7.56,,,<-1>  ,17, 
gtmpcnut,1/21/2019 12:00:00 PM,2,1, ,0.017, ,0.049, ,0.012, ,0.002,<1> [SBL] (CHB),0.015,<1> [GQS],0.017, ,0.029,,0.547,,0.53, , ,<-1>  ,0.518,, ,<-1>  ,0.53,,0.017,,4,<1> (CHB),5.4,<1> (CHB),2.1,<1> (CHB),11, ,25,<1> (CHB), ,<-1>  , ,<-1>  ,11.5,,20.56,,8.66,,7.88,,,<-1>  ,11, 
gtmpcnut,1/21/2019 2:30:00 PM,2,1, ,0.028, ,0.07, ,0.024, ,0.004,<1> (CHB),0.019,<1> [GQS],0.023, ,0.047,,0.743,,0.72, , ,<-1>  ,0.696,, ,<-1>  ,0.72,,0.023,,3.4,,4.6, ,1.8,,18, ,56,<1> (CHB), ,<-1>  , ,<-1>  ,12.18,,14.15,,8.48,,7.64,,,<-1>  ,18, 
gtmpcnut,1/21/2019 5:00:00 PM,2,1, ,0.032, ,0.067, ,0.027, ,0.005,<-3> [GSM] (CHB),0.245,<-3> [GCR],0.25, ,0.277,,0.97,,0.72, , ,<-1>  ,0.693,, ,<-1>  ,0.72,,0.25,,2.1,,2.7, ,1.2,<-4> [SBL],10, ,86,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,13.2,,7.92,,8.41,,7.32,,,<-1>  ,22, 
gtmpcnut,1/21/2019 7:30:00 PM,2,1, ,0.035, ,0.069, ,0.027, ,0.006,<1> (CHB),0.254,<1> [GQS],0.26, ,0.287,,1,,0.74, , ,<-1>  ,0.713,, ,<-1>  ,0.74,,0.26,,1.7,,2.1,,1.2,<-4> [SBL],6,,110,<1> (CHB), ,<-1>  , ,<-1>  ,13.39,,4.71,,8.41,,7.22,,,<-1>  ,24, 
gtmpcnut,1/21/2019 10:00:00 PM,2,1, ,0.03, ,0.062, ,0.026, ,0.004,,0.021,,0.025, ,0.051,,0.595,,0.57, , ,<-1>  ,0.544,, ,<-1>  ,0.57,,0.025,,2.3,,2.9,,1.2,<-4> [SBL],12,,68,<1> (CHB), ,<-1>  , ,<-1>  ,12.45,,11.15,,8.79,,7.49,,,<-1>  ,18, 
gtmpcnut,1/22/2019 12:30:00 AM,2,1, ,0.027, ,0.06, ,0.021, ,0.003,,0.267,,0.27, ,0.291,,0.82,,0.55, , ,<-1>  ,0.529,, ,<-1>  ,0.55,,0.27,,2.9,,3.9,,1.5,,12,,46,<1> (CHB), ,<-1>  , ,<-1>  ,11.95,,15.94,,9.01,,7.71,,,<-1>  ,15, 
gtmpcnut,1/22/2019 3:00:00 AM,2,1, ,0.032, ,0.063, ,0.028, ,0.005,,0.021,,0.026, ,0.054,,0.696,,0.67, , ,<-1>  ,0.642,, ,<-1>  ,0.67,,0.026,,2,,2.6,,1.4,<-4> [SBL],8,,70,<1> (CHB), ,<-1>  , ,<-1>  ,12.5,,10.04,,8.6,,7.42,,,<-1>  ,20, 
gtmpcnut,1/22/2019 5:30:00 AM,2,1, ,0.035, ,0.065, ,0.03, ,0.006, ,0.274,,0.28, ,0.31,,0.94,,0.66, , ,<-1>  ,0.63,, ,<-1>  ,0.66,,0.28,,1.9,,2.1,,1.2,<-4> [SBL],6,,120,<1> (CHB), ,<-1>  , ,<-1>  ,12.52,,7.11,,8.5,,7.29,,,<-1>  ,23, 
gtmpcnut,1/22/2019 8:00:00 AM,2,1, ,0.036, ,0.067, ,0.025, ,0.006, ,0.264,,0.27, ,0.295,,1.02,,0.75, , ,<-1>  ,0.725,, ,<-1>  ,0.75,,0.27,,1.8,,2,,1.2,<-4> [SBL],5,,140,<1> (CHB), ,<-1>  , ,<-1>  ,12.24,,3.54,,8.67,,7.18,,,<-1>  ,24, 
gtmfmnut,1/22/2019 9:34:00 AM,1,1, ,0.004,<-4> [SBL],0.03, ,0.005,,0.002,<-4> [SBL],0.005,,0.007,,0.012,,0.257,,0.25,,0.18,,0.245,,0.175,,0.07,,0.187,,6.7, ,8.4,,2.4, ,14,,3,<1> (CHB), ,<-1>  , ,<-1>  ,14.7,,33.71,,8.29,,8.08,,1.3,,2.2, 
gtmfmnut,1/22/2019 9:38:00 AM,1,2, ,0.004,<-4> [SBL],0.032, ,0.003,,0.002,<-4> [SBL],0.128,<1> [GQS],0.13,<1> [SRD],0.133,,0.38,,0.25,,0.23,,0.247,,0.227,,0.02,,0.36,,6.5, ,8.3,,2.4, ,13,<1> (CSM),2,<1> [SBL] (CHB), ,<-1>  , ,<-1>  ,14.7,,33.71,,8.29,,8.08,,1.3,,2.2, 
gtmpcnut,1/22/2019 10:30:00 AM,2,1, ,0.03, ,0.086, ,0.026, ,0.004,,0.022,,0.026,,0.052,,0.736,,0.71, , ,<-1>  ,0.684,, ,<-1>  ,0.71,,0.026,,4.3, ,6.1,,2.8,,28, ,68,<1> (CHB), ,<-1>  , ,<-1>  ,12.29,,12.81,,9.19,,7.6,,1.2,,18, 
gtmssnut,1/22/2019 10:40:00 AM,1,1, ,0.004,<-4> [SBL],0.034, ,0.002,,0.002,<-4> [SBL],0.011,,0.013,,0.015,,0.603,,0.59, ,0.18,,0.588,,0.178,,0.41,,0.193,,6.7,<1> (CSM),8.9,<1> (CSM),3.2,<1> (CSM),12, ,15,<1> (CHB), ,<-1>  , ,<-1>  ,14.7,,33.19,,8.22,,8.16,,1.2,,2.3, 
gtmssnut,1/22/2019 10:42:00 AM,1,2, ,0.004,<-4> [SBL],0.036, ,0.002,<-4> [SBL],0.002,<-4> [SBL],0.008,,0.01,,0.012,,0.65,,0.64, ,0.22,,0.638,,0.218,,0.42,,0.23,,6.4, ,8.9, ,3.7, ,13,<1> (CSM),46,<1> (CHB), ,<-1>  , ,<-1>  ,14.7,,33.19,,8.22,,8.16,,1.2,,2.3, 
gtmpcnut,1/22/2019 11:55:00 AM,1,1, ,0.022, ,0.077, ,0.008, ,0.002,<-4> [SBL],0.007,,0.009,,0.017,,0.739,,0.73, ,0.36,,0.722,,0.352,,0.37,,0.369,,3.3, ,4.6, ,2.1,,36, ,31,<1> (CHB),86,<1> (CHB), ,<-1>  ,12.8,,27.21,,8.42,,7.94,,1,,12, 
gtmpinut,1/22/2019 11:55:00 AM,1,1, ,0.015, ,0.048, ,0.008, ,0.002,<-4> [SBL],0.015,,0.017,,0.025,,0.467,<1> [GQS],0.45,<1> (CSM),0.44,,0.442,<1> [GQS],0.432,,0.01,<1> [GQS],0.457,,6, ,7.8, ,2.5, ,12, ,8,<1> (CHB), ,<-1>  , ,<-1>  ,13.8,,18.88,,10.92,,7.13,,0.4,,5.6, 
gtmpinut,1/22/2019 11:57:00 AM,1,2, ,0.014, ,0.049, ,0.008, ,0.002,<-4> [SBL],0.128,,0.13,,0.138,,0.61,,0.48, ,0.4,,0.472,,0.392,,0.08,,0.53,,5.9, ,7.7, ,2.6, ,11, ,10,<1> (CHB), ,<-1>  , ,<-1>  ,13.8,,27.21,,8.42,,7.94,,1,,5.7, 
gtmpcnut,1/22/2019 11:58:00 AM,1,2, ,0.022, ,0.082, ,0.009, ,0.002,<-4> [SBL],0.003,,0.005,,0.014,,0.645,,0.64, ,0.41,,0.631,,0.401,,0.23,,0.415,,6, ,8.7, ,4, ,38, ,28,<1> (CHB), ,<-1>  , ,<-1>  ,12.8,,18.88,,10.92,,7.13,,0.4,,12, 
gtmpcnut,2/4/2019 9:30:00 AM,2,1, ,0.024,<1> (CHB),0.055,,0.019,,0.006,<1> [SCC],-0.001,<-3> [SNV],0.005,<1> [SCC],0.024,<1> [GQS],0.735,<1> [GQS],0.73,,0.63,,0.711,,0.611,,0.1,,0.635,<1> [GQS],1.9,<1> (CHB),2.8,<1> (CHB),1.3,<1> (CHB),11,, ,<-2> [GDM], ,<-1>  , ,<-1>  ,15.58,,5.78,,7.49,,6.84,,,<-1>  ,25,
gtmpcnut,2/4/2019 12:00:00 PM,2,1, ,0.018,,0.04,,0.021,,0.003,,0.003,,0.006,,0.027,,0.556,,0.55,, ,<-1>  ,0.529,, ,<-1>  ,0.55,,0.006,,1.3,,2,,0.96,,8,,75,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,15.58,,15.9,,7.63,,7.38,,,<-1>  ,16,
gtmpcnut,2/4/2019 2:30:00 PM,2,1, ,0.027,,0.053,,0.016,,0.008,<1> [SCC],-0.001,<-3> [SNV],0.007,<1> [SCC],0.023,<1> [GQS],0.797,<1> [GQS],0.79,, ,<-1>  ,0.774,, ,<-1>  ,0.79,,0.007,<1> [GQS],0.99,,1.7,,1.1,,6,,240,<1> (CHB), ,<-1>  , ,<-1>  ,15.88,,5.38,,7.4,,6.85,,,<-1>  ,28,
gtmpcnut,2/4/2019 5:00:00 PM,2,1, ,0.029,,0.052,,0.007,,0.003,<-4> [SBL],0.006,,0.009,,0.016,,0.839,,0.83,, ,<-1>  ,0.823,, ,<-1>  ,0.83,,0.009,,0.55,<-4> [SBL],0.73,,0.6,<-4> [SBL],5,,230,<1> (CHB), ,<-1>  , ,<-1>  ,16.41,,0.58,,7.09,,6.59,,,<-1>  ,33,
gtmpcnut,2/4/2019 7:30:00 PM,2,1, ,0.029,,0.052,,0.013,,0.003,<-4> [SBL],0.003,,0.006,,0.019,,0.856,,0.85,, ,<-1>  ,0.837,, ,<-1>  ,0.85,,0.006,,0.92,<-4> [SBL],0.67,<-4> [SBL],1,<-4> [SBL],2,,310,<1> (CHB), ,<-1>  , ,<-1>  ,16.25,,0.61,,7.06,,6.53,,,<-1>  ,32,
gtmpcnut,2/4/2019 10:00:00 PM,2,1, ,0.026,,0.05,,0.017,,0.01,<1> [SCC],-0.004,<-3> [SNV],0.006,<1> [SCC],0.023,<1> [GQS],0.836,<1> [GQS],0.83,, ,<-1>  ,0.813,, ,<-1>  ,0.83,,0.006,<1> [GQS],0.92,<-4> [SBL],0.96,,1,<-4> [SBL],5,,200,<1> (CHB), ,<-1>  , ,<-1>  ,15.84,,3.09,,7.28,,6.63,,,<-1>  ,29,
gtmpcnut,2/5/2019 12:30:00 AM,2,1, ,0.025,,0.047,,0.017,,0.007,,0.001,,0.008,,0.025,,0.758,,0.75,, ,<-1>  ,0.733,, ,<-1>  ,0.75,,0.008,,1.6,,2.2,,0.92,<-4> [SBL],5,,180,<1> (CHB), ,<-1>  , ,<-1>  ,16.02,,10.64,,7.37,,7.04,,,<-1>  ,25,
gtmpcnut,2/5/2019 3:00:00 AM,2,1, ,0.03,,0.052,,0.008,,0.003,<-4> [SBL],0.007,,0.01,,0.018,,0.82,,0.81,, ,<-1>  ,0.802,, ,<-1>  ,0.81,,0.01,,0.55,<-4> [SBL],0.62,,0.6,<-4> [SBL],3,,250,<1> (CHB), ,<-1>  , ,<-1>  ,15.5,,0.69,,7,,6.6,,,<-1>  ,32,
gtmpcnut,2/5/2019 5:30:00 AM,2,1, ,0.03,,0.052,,0.009,,0.003,<-4> [SBL],0.006,,0.009,,0.018,,0.989,,0.98,, ,<-1>  ,0.971,, ,<-1>  ,0.98,,0.009,,0.55,<-4> [SBL],0.43,,0.6,<-4> [SBL],3,,310,<1> (CHB), ,<-1>  , ,<-1>  ,15.39,,0.21,,6.04,,6.55,,,<-1>  ,32,
gtmpcnut,2/5/2019 8:00:00 AM,2,1, ,0.028,,0.05,,0.012,,0.003,<-4> [SBL],0.006,,0.009,,0.021,,0.859,,0.85,, ,<-1>  ,0.838,, ,<-1>  ,0.85,,0.009,,0.62,,0.84,,0.6,<-4> [SBL],3,,270,<1> (CHB), ,<-1>  , ,<-1>  ,14.72,,0.72,,7.01,,6.5,,,<-1>  ,32,
gtmfmnut,2/5/2019 9:49:00 AM,1,1, ,0.004,<-4> [SBL],0.023,,0.006,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.01,,0.244,<1> [GQS],0.24,<1> [SCC],0.27,<1> [SCC],0.234,<1> [GQS],0.264,,-0.03,<-3> [SNV],0.274,<1> [GQS],3.5,,4.7,,1.8,,5,,3,<1> (CHB), ,<-1>  , ,<-1>  ,13.3,,29.45,,8.32,,8.09,,2.2,,3.8,
gtmfmnut,2/5/2019 9:54:00 AM,1,2, ,0.004,<-4> [SBL],0.023,,0.004,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.008,,0.264,,0.26,,0.21,,0.256,,0.206,,0.05,,0.214,,3.6,,4.6,,1.4,,4,,10,<1> (CHB), ,<-1>  , ,<-1>  ,13.3,,29.45,,8.32,,8.09,,2.2,,3.9,
gtmpcnut,2/5/2019 10:30:00 AM,2,1, ,0.02,,0.049,,0.021,,0.005,,0.002,,0.007,,0.028,,0.617,,0.61,, ,<-1>  ,0.589,, ,<-1>  ,0.61,,0.007,,2.9,,3.7,,1.2,,8,,210,<1> (CHB), ,<-1>  , ,<-1>  ,14.91,,9.91,,7.17,,6.98,,1.9,,19,
gtmssnut,2/5/2019 11:08:00 AM,1,1, ,0.006,,0.031,,0.007,,0.002,<-4> [SBL],0.017,<1> [GQS],0.019,<1> [SRD],0.026,<1> [GQS],0.269,<1> [GQS],0.25,,0.23,,0.243,,0.223,,0.02,,0.249,<1> [GQS],4.1,<1> (CSM),5.8,<1> (CSM),2.5,<1> (CSM),9,,2,<1> [SBL] (CHB), ,<-1>  , ,<-1>  ,13.5,,29.1,,8.77,,8.12,,1.9,,3.9,
gtmssnut,2/5/2019 11:09:00 AM,1,2, ,0.006,,0.029,,0.006,,0.002,<-4> [SBL],0.004,<1> [GQS],0.006,<1> [SRD],0.012,<1> [GQS],0.366,<1> [GQS],0.36,,0.18,,0.354,,0.174,,0.18,,0.186,<1> [GQS],3.7,,4.8,,1.7,,8,,3,<1> (CHB), ,<-1>  , ,<-1>  ,13.5,,29.1,,8.77,,8.12,,1.9,,3.8,
gtmpinut,2/5/2019 12:16:00 PM,1,1, ,0.029,,0.056,,0.041,,0.004,<-3> (CSM),0.017,<-3> [GCR],0.021,,0.062,,0.621,,0.6,,0.47,,0.559,,0.429,,0.13,,0.491,,2.5,,3.4,,1.3,,9,,13,<1> (CHB), ,<-1>  , ,<-1>  ,14.1,,19.92,,7.67,,7.77,,1.2,,11,
gtmpinut,2/5/2019 12:19:00 PM,1,2, ,0.025,,0.054,,0.038,,0.003,<-3> (CSM),0.013,<-3> [GCR],0.016,,0.054,,0.556,,0.54,,0.48,,0.502,,0.442,,0.06,,0.496,,1.7,,2.4,,0.97,,9,,15,<1> (CHB), ,<-1>  , ,<-1>  ,14.1,,19.92,,7.67,,7.77,,1.2,,9.9,
gtmpcnut,2/5/2019 12:34:00 PM,1,1, ,0.016,,0.041,,0.015,,0.002,,0.003,,0.005,,0.02,,0.485,,0.48,,0.45,,0.465,,0.435,,0.03,,0.455,,2.2,,2.9,,1,,8,<1> (CSM),94,<1> (CHB),119,<1> (CHB), ,<-1>  ,15,,19.92,,8.45,,6.72,,0.46,,14,
gtmpcnut,2/5/2019 12:37:00 PM,1,2, ,0.017,,0.038,,0.014,,0.003,<-3> (CSM),0.003,<-3> [GCR],0.006,,0.02,,0.476,,0.47,,0.41,,0.456,,0.396,,0.06,,0.416,,2.2,,2.9,,0.97,,8,,98,<1> (CHB), ,<-1>  , ,<-1>  ,15,,19.92,,8.45,,6.72,,0.46,,15,
gtmpcnut,3/4/2019 9:30:00 AM,2,1, ,0.029,<1> (CHB),0.069,,0.03,,0.004,<1> (CHB),0.013,<1> [GQS],0.017,,0.047,,0.447,,0.43,,0.42,,0.4,,0.39,,0.01,,0.437,,4.1,<1> (CHB),5.8,<1> (CHB),2.6,<1> (CHB),14,<1> (CSM), ,<-2> [GDM], ,<-1>  , ,<-1>  ,21.98,,17.26,,6.16,,7.45,,1.2,,12,
gtmpcnut,3/4/2019 12:00:00 PM,2,1, ,0.034,<1> (CHB),0.069,,0.035,,0.004,<1> (CHB),0.014,<1> [GQS],0.018,,0.053,,0.498,,0.48,, ,<-1>  ,0.445,, ,<-1>  ,0.48,,0.018,,4.2,,5.3,,1.6,,14,,74,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,22.08,,16.54,,6.01,,7.42,,1.2,,12,
gtmpcnut,3/4/2019 2:30:00 PM,2,1, ,0.043,<1> (CHB),0.071,,0.033,,0.005,<1> (CSM),0.019,<1> [GQS],0.024,,0.057,,0.564,,0.54,, ,<-1>  ,0.507,, ,<-1>  ,0.54,,0.024,,3.8,,4.4,<1> (CSM),1.5,<-4> [SBL],8,,74,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,22.54,,10.94,,5.71,,7.22,,1.1,,17,
gtmpcnut,3/4/2019 5:00:00 PM,2,1, ,0.047,<1> (CHB),0.071,,0.032,,0.006,,0.02,,0.026,,0.058,,0.606,,0.58,, ,<-1>  ,0.548,, ,<-1>  ,0.58,,0.026,,4.1,,5.1,,1.4,,7,,83,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,22.69,,8,,5.69,,7.13,,0.7,,18,
gtmpcnut,3/4/2019 7:30:00 PM,2,1, ,0.042,,0.068,,0.028,,0.005,,0.019,,0.024,,0.052,,0.604,,0.58,, ,<-1>  ,0.552,, ,<-1>  ,0.58,,0.024,,3.5,,5.9,,3.7,,17,,50,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,22.83,,9.22,,6.39,,7.24,,0.7,,17,
gtmpcnut,3/4/2019 10:00:00 PM,2,1, ,0.03,,0.057,,0.017,,0.004,,0.012,,0.016,,0.033,,0.436,,0.42,, ,<-1>  ,0.403,, ,<-1>  ,0.42,,0.016,,7.1,,9.2,,3.1,,21,,50,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,22.43,,16.31,,6.88,,7.52,,0.8,,13,
gtmpcnut,3/5/2019 12:30:00 AM,2,1, ,0.033,,0.071,,0.038,,0.005,,0.02,,0.025,,0.063,,0.525,,0.5,, ,<-1>  ,0.462,, ,<-1>  ,0.5,,0.025,,4.1,,5.1,,1.8,<-4> [SBL],16,,60,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,22.46,,13.8,,6.49,,7.4,,0.8,,16,
gtmpcnut,3/5/2019 3:00:00 AM,2,1, ,0.042,,0.064,,0.037,,0.006,,0.018,,0.024,,0.061,,0.564,,0.54,, ,<-1>  ,0.503,, ,<-1>  ,0.54,,0.024,,2.7,,3.2,,1.8,<-4> [SBL],7,,38,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,22.02,,9.52,,5.86,,7.18,,,<-1>  ,17,
gtmpcnut,3/5/2019 5:30:00 AM,2,1, ,0.049,,0.07,,0.038,,0.006,,0.019,,0.025,,0.063,,0.575,,0.55,, ,<-1>  ,0.512,, ,<-1>  ,0.55,,0.025,,2.6,,3,,2,<-4> [SBL],3,,94,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,21.01,,5.3,,5.69,,7.06,,,<-1>  ,19,
gtmpcnut,3/5/2019 8:00:00 AM,2,1, ,0.04,,0.072,,0.037,,0.005,,0.02,,0.025,,0.062,,0.525,,0.5,, ,<-1>  ,0.463,, ,<-1>  ,0.5,,0.025,,3.7,,4.5,,1.8,<-4> [SBL],13,,64,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,20.41,,11.02,,6.19,,7.26,,,<-1>  ,16,
gtmfmnut,3/5/2019 9:10:00 AM,1,1, ,0.012,,0.026,,0.015,,0.002,<-4> [SBL],0.005,,0.007,,0.022,,0.207,,0.2,,0.16,,0.185,,0.145,,0.04,,0.167,,2,,2.3,,0.82,<-4> [SBL],7,,11,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,18.3,,31.69,,7.54,,7.88,,1.2,,2.8,
gtmfmnut,3/5/2019 9:12:00 AM,1,2, ,0.005,,0.024,,0.014,,0.002,<-4> [SBL],0.003,,0.005,,0.019,,0.235,,0.23,,0.19,,0.216,,0.176,,0.04,,0.195,,2,,2.3,,0.75,<-4> [SBL],6,,2,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,18.3,,31.69,,7.54,,7.88,,1.2,,2.6,
gtmpcnut,3/5/2019 10:30:00 AM,2,1, ,0.026,,0.063,,0.024,,0.003,,0.011,,0.014,,0.038,,0.454,,0.44,, ,<-1>  ,0.416,, ,<-1>  ,0.44,,0.014,,5.9,,7.5,,2.4,,19,<1> (CSM),48,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,19.14,,19.63,,6.6,,7.58,,1.1,,10,
gtmssnut,3/5/2019 10:45:00 AM,1,1, ,0.008,,0.035,,0.019,,0.002,<-4> [SBL],0.016,,0.018,,0.037,,0.298,,0.28,,0.23,,0.261,,0.211,,0.05,,0.248,,4,,5.1,,1.5,,12,,18,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,17.3,,30.44,,7.73,,7.89,,1.1,,3.1,
gtmssnut,3/5/2019 10:48:00 AM,1,2, ,0.009,,0.035,,0.018,,0.002,<-4> [SBL],0.014,,0.016,,0.034,,0.246,<1> [GQS],0.23,<1> [SCC],0.28,<1> [SCC],0.212,<1> [GQS],0.262,,-0.05,<-3> [SNV],0.296,<1> [GQS],3.7,,4.6,,1.2,,12,,10,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,17.3,,30.44,,7.73,,7.89,,1.1,,3,
gtmpcnut,3/5/2019 11:42:00 AM,1,1, ,0.025,,0.058,,0.02,,0.003,,0.008,,0.011,,0.031,,0.451,,0.44,,0.36,,0.42,,0.34,,0.08,,0.371,,6.1,,7,,1.8,<-4> [SBL],10,,31,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,18.7,,20.44,,7.41,,7.03,,0.7,,9.7,
gtmpcnut,3/5/2019 11:44:00 AM,1,2, ,0.026,,0.06,,0.022,,0.003,,0.01,,0.013,,0.035,,0.453,,0.44,,0.35,,0.418,,0.328,,0.09,,0.363,,5.9,,6.7,,2.1,<-4> [SBL],11,,33,<1> [GSM] (CHB),86,<1> (CHB), ,<-1>  ,18.7,,20.44,,7.41,,7.03,,0.7,,9.7,
gtmpinut,3/5/2019 12:05:00 PM,1,1, ,0.028,,0.059,,0.07,,0.003,,0.016,,0.019,,0.089,,0.479,,0.46,,0.43,,0.39,,0.36,,0.03,,0.449,,3.1,,4.3,,1.8,,14,,14,<1> [GSM] (CHB), ,<-1>  , ,<-1>  ,19.7,,21.17,,6.49,,7.44,,0.8,,8.1,
