Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,TN,F_TN,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,SiO4F,F_SiO4F,TSS,F_TSS,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,Color,F_Color,SALT_N,F_SALT_N,TURB_N,F_TURB_N,WTEM_N,F_WTEM_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI,IRR0_N,F_IRR0_N,IRR1_N,F_IRR1_N,Kd_N,F_Kd_N
gtmfmnut,04/19/2011 13:26,1,2,,0.007,0,0.042,0,0.243,<1> (CHB),0.020,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0063,0,0.026,0,0.49,0,30.4,0,3.8,0,4.2,0,0.9,0,7.8,0,34.3,0,5.4,0,23.6,0,7.2,0,6.5,0,,<-2> [GDM],1784.0,0,504.2,0,1.264,0
gtmpcnut,04/19/2011 15:10,1,1,,0.034,0,0.137,0,0.538,<1> (CHB),0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0029,0,,<-4> [SCB],3.76,0,53.0,0,11.6,0,14.0,0,4.5,0,37.7,0,25.1,0,13.5,0,26.4,0,6.1,0,6.5,0,,<-2> [GDM],1155.0,0,38.8,0,3.393,0
gtmpcnut,04/19/2011 15:11,1,2,,0.039,0,0.126,0,0.450,<1> (CHB),0.085,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0042,0,0.089,0,2.96,0,68.3,0,11.2,0,13.8,0,4.9,0,35.0,0,25.1,0,14.7,0,26.4,0,6.1,0,6.5,0,,<-2> [GDM],1155.0,0,38.8,0,3.393,0
gtmpcnut,05/02/2011 10:30,2,1,,0.043,0,0.208,<1> (CHB),0.510,<1> (CHB),0.048,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],5.86,0,73.3,0,11.8,0,15.3,0,6.3,0,30.4,0,30.0,0,16.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/02/2011 13:00,2,1,,0.043,0,0.211,<1> (CHB),0.512,<1> (CHB),0.048,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],5.61,0,73.0,0,12.5,0,16.1,0,6.6,0,33.2,0,29.0,0,15.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/02/2011 15:30,2,1,,0.048,0,0.198,<1> (CHB),0.438,<1> (CHB),0.049,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0040,0,0.053,0,6.26,0,75.0,0,14.5,0,17.6,0,5.7,0,33.1,0,29.0,0,12.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/02/2011 18:00,2,1,,0.051,0,0.234,<1> (CHB),0.604,<1> (CHB),0.051,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0032,0,0.054,0,5.68,0,76.0,0,18.5,0,22.6,0,7.7,0,34.6,0,28.0,0,15.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/02/2011 20:30,2,1,,0.066,0,0.220,<1> (CHB),0.535,<1> (CHB),0.043,0,0.0022,0,0.0023,0,0.0045,0,0.047,0,6.82,0,74.0,0,11.8,0,15.0,0,5.8,0,38.1,0,26.0,0,16.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/02/2011 23:00,2,1,,0.036,0,0.161,<1> (CHB),0.482,<1> (CHB),0.041,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],4.27,0,76.0,0,10.0,0,13.1,0,5.7,0,29.9,0,31.0,0,14.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/03/2011 01:30,2,1,,0.048,0,0.167,<1> (CHB),0.518,<1> (CHB),0.046,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],5.29,0,66.7,0,11.2,0,13.5,0,4.4,0,36.4,0,31.0,0,13.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/03/2011 04:00,2,1,,0.049,0,0.174,<1> (CHB),0.560,<1> (CHB),0.057,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],6.13,0,63.3,0,13.8,0,15.6,0,3.5,0,33.2,0,31.0,0,11.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/03/2011 06:30,2,1,,0.064,0,0.229,<1> (CHB),0.520,<1> (CHB),0.042,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],6.50,0,65.0,0,13.2,0,16.0,0,5.3,0,39.5,0,28.0,0,10.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/03/2011 09:00,2,1,,0.064,0,0.220,<1> (CHB),0.449,<1> (CHB),0.038,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0025,<-4> [SBL],,<-4> [SCB],4.42,0,61.0,0,11.8,0,14.4,0,4.9,0,36.2,0,26.0,0,12.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,05/03/2011 10:20,1,1,,0.006,0,0.089,<1> (CHB),0.377,<1> (CHB),0.037,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0053,0,0.042,0,0.53,0,37.2,0,9.2,0,10.2,0,2.1,0,16.7,0,35.5,0,4.5,0,25.1,0,6.5,0,6.5,0,1.5,0,1844.0,0,368.8,0,1.609,0
gtmpinut,05/03/2011 10:21,1,2,,0.008,0,0.098,<1> (CHB),0.319,<1> (CHB),0.039,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0028,0,0.042,0,0.51,0,33.0,0,8.9,0,9.8,0,1.8,0,13.2,0,35.5,0,3.8,0,25.1,0,6.5,0,6.5,0,1.5,0,1844.0,0,368.8,0,1.609,0
gtmssnut,05/03/2011 11:30,1,1,,0.016,0,0.127,<1> (CHB),0.256,<1> (CHB),0.044,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0190,0,0.063,0,0.63,0,54.0,0,5.4,0,6.8,0,2.7,0,7.9,0,34.6,0,10.8,0,25.5,0,7.0,0,6.5,0,0.9,0,1843.0,0,350.8,0,1.659,0
gtmpcnut,05/03/2011 11:30,2,1,,0.046,0,0.206,<1> (CHB),0.561,<1> (CHB),0.043,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0025,0,0.046,0,6.53,0,81.3,0,15.9,0,19.0,0,6.0,0,35.5,0,27.0,0,18.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
